gene	logfoldchanges	scores	pvals	pvals_adj	pct_in_group
DPYSL5	0.0	0.0	1.0	1.0	
LINC01381	0.0	0.0	1.0	1.0	
ALK	0.0	0.0	1.0	1.0	
AC104695.1	0.0	0.0	1.0	1.0	
LINC01460	0.0	0.0	1.0	1.0	
C2orf16	0.0	0.0	1.0	1.0	
C13orf42	0.0	0.0	1.0	1.0	
TCF23	0.0	0.0	1.0	1.0	
LINC01600	0.0	0.0	1.0	1.0	
KIF18B	0.0	0.0	1.0	1.0	
GFAP	0.0	0.0	1.0	1.0	
GJC1	0.0	0.0	1.0	1.0	
AC005180.1	0.0	0.0	1.0	1.0	
SERPINB13	0.0	0.0	1.0	1.0	
AC108935.1	0.0	0.0	1.0	1.0	
TTC29	0.0	0.0	1.0	1.0	
AC073869.3	0.0	0.0	1.0	1.0	
LINC01095	0.0	0.0	1.0	1.0	
AC079340.2	0.0	0.0	1.0	1.0	
AC079340.1	0.0	0.0	1.0	1.0	
LRAT	0.0	0.0	1.0	1.0	
AC068234.3	0.0	0.0	1.0	1.0	
AC002558.2	0.0	0.0	1.0	1.0	
UNC5A	0.0	0.0	1.0	1.0	
CDHR2	0.0	0.0	1.0	1.0	
AC097372.1	0.0	0.0	1.0	1.0	
RAB6D	0.0	0.0	1.0	1.0	
POTEJ	0.0	0.0	1.0	1.0	
AC005180.2	0.0	0.0	1.0	1.0	
BHLHE23	0.0	0.0	1.0	1.0	
AL357033.2	0.0	0.0	1.0	1.0	
SLCO4A1-AS1	0.0	0.0	1.0	1.0	
MIR1-1HG-AS1	0.0	0.0	1.0	1.0	
AC008443.3	0.0	0.0	1.0	1.0	
AL512308.1	0.0	0.0	1.0	1.0	
LINC02521	0.0	0.0	1.0	1.0	
AL031768.2	0.0	0.0	1.0	1.0	
FOXQ1	0.0	0.0	1.0	1.0	
COL20A1	0.0	0.0	1.0	1.0	
AC003070.2	0.0	0.0	1.0	1.0	
RASGEF1C	0.0	0.0	1.0	1.0	
AC010285.3	0.0	0.0	1.0	1.0	
AC010285.1	0.0	0.0	1.0	1.0	
AC003043.2	0.0	0.0	1.0	1.0	
LINC01416	0.0	0.0	1.0	1.0	
AC098848.1	0.0	0.0	1.0	1.0	
C4orf45	0.0	0.0	1.0	1.0	
RXFP1	0.0	0.0	1.0	1.0	
AC098679.5	0.0	0.0	1.0	1.0	
AC098679.1	0.0	0.0	1.0	1.0	
TLL1	0.0	0.0	1.0	1.0	
LINC01121	0.0	0.0	1.0	1.0	
SMIM31	0.0	0.0	1.0	1.0	
AC021134.1	0.0	0.0	1.0	1.0	
LINC01798	0.0	0.0	1.0	1.0	
MEIS1-AS2	0.0	0.0	1.0	1.0	
KCNB1	0.0	0.0	1.0	1.0	
AL139351.2	0.0	0.0	1.0	1.0	
AC092669.1	0.0	0.0	1.0	1.0	
AC012370.1	0.0	0.0	1.0	1.0	
DCC	0.0	0.0	1.0	1.0	
AC005914.1	0.0	0.0	1.0	1.0	
AL354993.1	0.0	0.0	1.0	1.0	
AL391097.2	0.0	0.0	1.0	1.0	
AC016727.3	0.0	0.0	1.0	1.0	
LINC00563	0.0	0.0	1.0	1.0	
AL139801.1	0.0	0.0	1.0	1.0	
AP003721.3	0.0	0.0	1.0	1.0	
AC009271.1	0.0	0.0	1.0	1.0	
MS4A5	0.0	0.0	1.0	1.0	
MLNR	0.0	0.0	1.0	1.0	
AC010609.1	0.0	0.0	1.0	1.0	
AL161937.1	0.0	0.0	1.0	1.0	
AC007638.2	0.0	0.0	1.0	1.0	
CA10	0.0	0.0	1.0	1.0	
LINC02073	0.0	0.0	1.0	1.0	
LINC02071	0.0	0.0	1.0	1.0	
MS4A8	0.0	0.0	1.0	1.0	
SHANK2-AS1	0.0	0.0	1.0	1.0	
AP002336.3	0.0	0.0	1.0	1.0	
AMER2	0.0	0.0	1.0	1.0	
ATP12A	0.0	0.0	1.0	1.0	
AL359538.3	0.0	0.0	1.0	1.0	
AC074254.2	0.0	0.0	1.0	1.0	
AC100832.2	0.0	0.0	1.0	1.0	
AC004584.1	0.0	0.0	1.0	1.0	
SH3TC2-DT	0.0	0.0	1.0	1.0	
AC116312.1	0.0	0.0	1.0	1.0	
SH3TC2	0.0	0.0	1.0	1.0	
AC011195.2	0.0	0.0	1.0	1.0	
SPINK9	0.0	0.0	1.0	1.0	
SPINK6	0.0	0.0	1.0	1.0	
SCGB3A2	0.0	0.0	1.0	1.0	
SPINK1	0.0	0.0	1.0	1.0	
AC008781.2	0.0	0.0	1.0	1.0	
AC106858.1	0.0	0.0	1.0	1.0	
ANKFN1	0.0	0.0	1.0	1.0	
SLC36A3	0.0	0.0	1.0	1.0	
AC008453.1	0.0	0.0	1.0	1.0	
KIF4B	0.0	0.0	1.0	1.0	
LINC01271	0.0	0.0	1.0	1.0	
LINC02579	0.0	0.0	1.0	1.0	
LINC01270	0.0	0.0	1.0	1.0	
AL121890.4	0.0	0.0	1.0	1.0	
AC091181.2	0.0	0.0	1.0	1.0	
AC022100.1	0.0	0.0	1.0	1.0	
CARMN	0.0	0.0	1.0	1.0	
ASCL4	0.0	0.0	1.0	1.0	
AC007540.1	0.0	0.0	1.0	1.0	
SLC6A12	0.0	0.0	1.0	1.0	
AC026369.2	0.0	0.0	1.0	1.0	
PROKR2	0.0	0.0	1.0	1.0	
LINC01273	0.0	0.0	1.0	1.0	
GLRB	0.0	0.0	1.0	1.0	
HSPA12B	0.0	0.0	1.0	1.0	
ADAM33	0.0	0.0	1.0	1.0	
TAC4	0.0	0.0	1.0	1.0	
C1QTNF2	0.0	0.0	1.0	1.0	
AC008609.1	0.0	0.0	1.0	1.0	
FABP6	0.0	0.0	1.0	1.0	
AC011374.1	0.0	0.0	1.0	1.0	
LINC01187	0.0	0.0	1.0	1.0	
SLIT3	0.0	0.0	1.0	1.0	
NXPH3	0.0	0.0	1.0	1.0	
AC026689.1	0.0	0.0	1.0	1.0	
TENM2	0.0	0.0	1.0	1.0	
NRXN1	0.0	0.0	1.0	1.0	
LHCGR	0.0	0.0	1.0	1.0	
CTCFL	0.0	0.0	1.0	1.0	
C5orf58	0.0	0.0	1.0	1.0	
SIX2	0.0	0.0	1.0	1.0	
AC008674.1	0.0	0.0	1.0	1.0	
LINC01484	0.0	0.0	1.0	1.0	
NKX2-5	0.0	0.0	1.0	1.0	
AC036222.1	0.0	0.0	1.0	1.0	
EPCAM-DT	0.0	0.0	1.0	1.0	
AC093732.1	0.0	0.0	1.0	1.0	
AC080078.1	0.0	0.0	1.0	1.0	
IGF2BP1	0.0	0.0	1.0	1.0	
TTLL6	0.0	0.0	1.0	1.0	
HOXB9	0.0	0.0	1.0	1.0	
SFRP2	0.0	0.0	1.0	1.0	
AC020703.1	0.0	0.0	1.0	1.0	
AC113137.1	0.0	0.0	1.0	1.0	
AC104365.3	0.0	0.0	1.0	1.0	
AC093599.2	0.0	0.0	1.0	1.0	
SMIM23	0.0	0.0	1.0	1.0	
AC005920.4	0.0	0.0	1.0	1.0	
WFIKKN2	0.0	0.0	1.0	1.0	
AC005921.4	0.0	0.0	1.0	1.0	
CACNA1G-AS1	0.0	0.0	1.0	1.0	
AC010476.2	0.0	0.0	1.0	1.0	
NTN4	0.0	0.0	1.0	1.0	
AC092746.1	0.0	0.0	1.0	1.0	
BMP7	0.0	0.0	1.0	1.0	
AC092745.4	0.0	0.0	1.0	1.0	
AC092111.2	0.0	0.0	1.0	1.0	
ZNF705A	0.0	0.0	1.0	1.0	
LINC01122	0.0	0.0	1.0	1.0	
AL133335.2	0.0	0.0	1.0	1.0	
SHANK2-AS3	0.0	0.0	1.0	1.0	
LINC02455	0.0	0.0	1.0	1.0	
CLMAT3	0.0	0.0	1.0	1.0	
CLEC6A	0.0	0.0	1.0	1.0	
TMEM92-AS1	0.0	0.0	1.0	1.0	
TMEM92	0.0	0.0	1.0	1.0	
AC025437.3	0.0	0.0	1.0	1.0	
LINC-ROR	0.0	0.0	1.0	1.0	
AC107208.1	0.0	0.0	1.0	1.0	
AL121890.2	0.0	0.0	1.0	1.0	
AL133396.2	0.0	0.0	1.0	1.0	
LINC01433	0.0	0.0	1.0	1.0	
AC005920.3	0.0	0.0	1.0	1.0	
LINC01856	0.0	0.0	1.0	1.0	
AC079776.5	0.0	0.0	1.0	1.0	
AC010976.2	0.0	0.0	1.0	1.0	
TUBA3D	0.0	0.0	1.0	1.0	
AL356414.1	0.0	0.0	1.0	1.0	
SPEF1	0.0	0.0	1.0	1.0	
FAM71B	0.0	0.0	1.0	1.0	
AC005920.2	0.0	0.0	1.0	1.0	
RAB6C	0.0	0.0	1.0	1.0	
CCL16	0.0	0.0	1.0	1.0	
SLFN14	0.0	0.0	1.0	1.0	
LINC00355	0.0	0.0	1.0	1.0	
PCDH17	0.0	0.0	1.0	1.0	
AL390964.1	0.0	0.0	1.0	1.0	
AL442636.1	0.0	0.0	1.0	1.0	
CNMD	0.0	0.0	1.0	1.0	
C1QTNF9B	0.0	0.0	1.0	1.0	
AC110609.1	0.0	0.0	1.0	1.0	
LINC01091	0.0	0.0	1.0	1.0	
LINC02435	0.0	0.0	1.0	1.0	
OR4F17	0.0	0.0	1.0	1.0	
AC093821.1	0.0	0.0	1.0	1.0	
AC053545.1	0.0	0.0	1.0	1.0	
IL21-AS1	0.0	0.0	1.0	1.0	
AC018445.1	0.0	0.0	1.0	1.0	
AC025741.1	0.0	0.0	1.0	1.0	
AC010641.2	0.0	0.0	1.0	1.0	
TMEM155	0.0	0.0	1.0	1.0	
NDNF	0.0	0.0	1.0	1.0	
SLC7A11-AS1	0.0	0.0	1.0	1.0	
AC018410.2	0.0	0.0	1.0	1.0	
LY6G6D	0.0	0.0	1.0	1.0	
LHX1-DT	0.0	0.0	1.0	1.0	
LINC01695	0.0	0.0	1.0	1.0	
AL662844.3	0.0	0.0	1.0	1.0	
CCL18	0.0	0.0	1.0	1.0	
AC244100.3	0.0	0.0	1.0	1.0	
CCL15	0.0	0.0	1.0	1.0	
AC244100.2	0.0	0.0	1.0	1.0	
LINC02412	0.0	0.0	1.0	1.0	
AC068286.2	0.0	0.0	1.0	1.0	
AC009486.1	0.0	0.0	1.0	1.0	
AL671883.3	0.0	0.0	1.0	1.0	
FREM3	0.0	0.0	1.0	1.0	
OR2B2	0.0	0.0	1.0	1.0	
AC004408.1	0.0	0.0	1.0	1.0	
ARL5C	0.0	0.0	1.0	1.0	
AC091178.2	0.0	0.0	1.0	1.0	
FBXO47	0.0	0.0	1.0	1.0	
TRIM31-AS1	0.0	0.0	1.0	1.0	
AC104423.1	0.0	0.0	1.0	1.0	
C17orf98	0.0	0.0	1.0	1.0	
AC006449.3	0.0	0.0	1.0	1.0	
AL645939.4	0.0	0.0	1.0	1.0	
MOG	0.0	0.0	1.0	1.0	
UBD	0.0	0.0	1.0	1.0	
OR14J1	0.0	0.0	1.0	1.0	
AL590062.1	0.0	0.0	1.0	1.0	
AL021917.1	0.0	0.0	1.0	1.0	
HCG9	0.0	0.0	1.0	1.0	
AC109927.1	0.0	0.0	1.0	1.0	
AL662873.1	0.0	0.0	1.0	1.0	
GPR179	0.0	0.0	1.0	1.0	
AC243585.2	0.0	0.0	1.0	1.0	
AC243654.3	0.0	0.0	1.0	1.0	
TRIM40	0.0	0.0	1.0	1.0	
FOLH1	0.0	0.0	1.0	1.0	
AC021594.1	0.0	0.0	1.0	1.0	
LINC01697	0.0	0.0	1.0	1.0	
AP001596.1	0.0	0.0	1.0	1.0	
AP001439.1	0.0	0.0	1.0	1.0	
AP001442.1	0.0	0.0	1.0	1.0	
AP000224.1	0.0	0.0	1.0	1.0	
OSR1	0.0	0.0	1.0	1.0	
DACH1	0.0	0.0	1.0	1.0	
AC021594.2	0.0	0.0	1.0	1.0	
KF459542.1	0.0	0.0	1.0	1.0	
AC079336.4	0.0	0.0	1.0	1.0	
AC005899.1	0.0	0.0	1.0	1.0	
AC005899.3	0.0	0.0	1.0	1.0	
AC090589.2	0.0	0.0	1.0	1.0	
AC021573.1	0.0	0.0	1.0	1.0	
LRP4	0.0	0.0	1.0	1.0	
F2	0.0	0.0	1.0	1.0	
SHC2	0.0	0.0	1.0	1.0	
AC084809.2	0.0	0.0	1.0	1.0	
AC141930.2	0.0	0.0	1.0	1.0	
MRAP	0.0	0.0	1.0	1.0	
MIS18A-AS1	0.0	0.0	1.0	1.0	
AP000265.1	0.0	0.0	1.0	1.0	
MTRNR2L13	0.0	0.0	1.0	1.0	
AC023886.1	0.0	0.0	1.0	1.0	
AP002761.1	0.0	0.0	1.0	1.0	
TMEM98	0.0	0.0	1.0	1.0	
CBARP	0.0	0.0	1.0	1.0	
COL25A1	0.0	0.0	1.0	1.0	
FABP2	0.0	0.0	1.0	1.0	
ELANE	0.0	0.0	1.0	1.0	
PRTN3	0.0	0.0	1.0	1.0	
PLPPR3	0.0	0.0	1.0	1.0	
AC006273.1	0.0	0.0	1.0	1.0	
AL033519.4	0.0	0.0	1.0	1.0	
HUNK	0.0	0.0	1.0	1.0	
AP000255.1	0.0	0.0	1.0	1.0	
AP000238.1	0.0	0.0	1.0	1.0	
GRIK1	0.0	0.0	1.0	1.0	
ID2-AS1	0.0	0.0	1.0	1.0	
U91324.1	0.0	0.0	1.0	1.0	
AC092580.2	0.0	0.0	1.0	1.0	
AC068481.1	0.0	0.0	1.0	1.0	
MISP	0.0	0.0	1.0	1.0	
AC005549.1	0.0	0.0	1.0	1.0	
LINC01989	0.0	0.0	1.0	1.0	
AC024610.2	0.0	0.0	1.0	1.0	
SPACA3	0.0	0.0	1.0	1.0	
AC015911.2	0.0	0.0	1.0	1.0	
AC015911.3	0.0	0.0	1.0	1.0	
AC015911.5	0.0	0.0	1.0	1.0	
LATS2-AS1	0.0	0.0	1.0	1.0	
RND3	0.0	0.0	1.0	1.0	
SIRPG-AS1	0.0	0.0	1.0	1.0	
RAD21L1	0.0	0.0	1.0	1.0	
C20orf202	0.0	0.0	1.0	1.0	
AC079163.2	0.0	0.0	1.0	1.0	
AC023128.1	0.0	0.0	1.0	1.0	
TEX41	0.0	0.0	1.0	1.0	
ODF3L2	0.0	0.0	1.0	1.0	
AC017076.1	0.0	0.0	1.0	1.0	
AL512652.1	0.0	0.0	1.0	1.0	
AP003065.2	0.0	0.0	1.0	1.0	
ARAP1-AS1	0.0	0.0	1.0	1.0	
AP000593.4	0.0	0.0	1.0	1.0	
IL21	0.0	0.0	1.0	1.0	
TRPC3	0.0	0.0	1.0	1.0	
BACH1-AS1	0.0	0.0	1.0	1.0	
AF124730.1	0.0	0.0	1.0	1.0	
CCL13	0.0	0.0	1.0	1.0	
AC082651.4	0.0	0.0	1.0	1.0	
AC024224.2	0.0	0.0	1.0	1.0	
AL662884.1	0.0	0.0	1.0	1.0	
SLC35G3	0.0	0.0	1.0	1.0	
AC015849.2	0.0	0.0	1.0	1.0	
RASL10B	0.0	0.0	1.0	1.0	
LINC01016	0.0	0.0	1.0	1.0	
CCL1	0.0	0.0	1.0	1.0	
AC082651.3	0.0	0.0	1.0	1.0	
BTBD18	0.0	0.0	1.0	1.0	
AC023137.1	0.0	0.0	1.0	1.0	
SDC1	0.0	0.0	1.0	1.0	
MATN3	0.0	0.0	1.0	1.0	
FP475955.1	0.0	0.0	1.0	1.0	
AC006581.1	0.0	0.0	1.0	1.0	
A2ML1	0.0	0.0	1.0	1.0	
HIST1H3G	0.0	0.0	1.0	1.0	
TGM3	0.0	0.0	1.0	1.0	
AL121899.3	0.0	0.0	1.0	1.0	
AL359916.1	0.0	0.0	1.0	1.0	
AC016910.1	0.0	0.0	1.0	1.0	
AC112236.3	0.0	0.0	1.0	1.0	
AC079070.1	0.0	0.0	1.0	1.0	
AC079062.1	0.0	0.0	1.0	1.0	
AC091646.1	0.0	0.0	1.0	1.0	
TMC2	0.0	0.0	1.0	1.0	
KRT15	0.0	0.0	1.0	1.0	
KRT36	0.0	0.0	1.0	1.0	
CAP2	0.0	0.0	1.0	1.0	
RBM24	0.0	0.0	1.0	1.0	
STMND1	0.0	0.0	1.0	1.0	
AL357518.1	0.0	0.0	1.0	1.0	
AL445430.2	0.0	0.0	1.0	1.0	
OR5B2	0.0	0.0	1.0	1.0	
ERVFRD-1	0.0	0.0	1.0	1.0	
AC099811.3	0.0	0.0	1.0	1.0	
HSPB9	0.0	0.0	1.0	1.0	
AC125257.2	0.0	0.0	1.0	1.0	
AL009031.1	0.0	0.0	1.0	1.0	
Z93020.1	0.0	0.0	1.0	1.0	
OR5B21	0.0	0.0	1.0	1.0	
OR5B12	0.0	0.0	1.0	1.0	
AL139807.1	0.0	0.0	1.0	1.0	
AL136301.1	0.0	0.0	1.0	1.0	
GLYATL2	0.0	0.0	1.0	1.0	
GLYAT	0.0	0.0	1.0	1.0	
AC007993.2	0.0	0.0	1.0	1.0	
CD300LG	0.0	0.0	1.0	1.0	
CFAP97D1	0.0	0.0	1.0	1.0	
SOST	0.0	0.0	1.0	1.0	
LIVAR	0.0	0.0	1.0	1.0	
ETV4	0.0	0.0	1.0	1.0	
AL136307.1	0.0	0.0	1.0	1.0	
AL022097.1	0.0	0.0	1.0	1.0	
AL359643.2	0.0	0.0	1.0	1.0	
AL022725.1	0.0	0.0	1.0	1.0	
LINC00671	0.0	0.0	1.0	1.0	
AL139095.4	0.0	0.0	1.0	1.0	
AL139095.5	0.0	0.0	1.0	1.0	
LINC02594	0.0	0.0	1.0	1.0	
LINC01909	0.0	0.0	1.0	1.0	
SMAD1-AS1	0.0	0.0	1.0	1.0	
AC073655.1	0.0	0.0	1.0	1.0	
AC012464.3	0.0	0.0	1.0	1.0	
AC012085.2	0.0	0.0	1.0	1.0	
LINC02452	0.0	0.0	1.0	1.0	
CGREF1	0.0	0.0	1.0	1.0	
AGBL5-AS1	0.0	0.0	1.0	1.0	
FP236241.1	0.0	0.0	1.0	1.0	
AL139390.1	0.0	0.0	1.0	1.0	
AL136361.1	0.0	0.0	1.0	1.0	
AL031123.5	0.0	0.0	1.0	1.0	
AL031123.4	0.0	0.0	1.0	1.0	
AL031123.1	0.0	0.0	1.0	1.0	
RAMP2-AS1	0.0	0.0	1.0	1.0	
FP565260.5	0.0	0.0	1.0	1.0	
AL355803.1	0.0	0.0	1.0	1.0	
AC013472.1	0.0	0.0	1.0	1.0	
MYCNOS	0.0	0.0	1.0	1.0	
AC008278.2	0.0	0.0	1.0	1.0	
AC010096.1	0.0	0.0	1.0	1.0	
AF127577.2	0.0	0.0	1.0	1.0	
AF127577.1	0.0	0.0	1.0	1.0	
AF127577.3	0.0	0.0	1.0	1.0	
AF127936.2	0.0	0.0	1.0	1.0	
KRT19	0.0	0.0	1.0	1.0	
AL031775.2	0.0	0.0	1.0	1.0	
AL009179.3	0.0	0.0	1.0	1.0	
AL031118.1	0.0	0.0	1.0	1.0	
GJD3	0.0	0.0	1.0	1.0	
AP000221.1	0.0	0.0	1.0	1.0	
AP001341.1	0.0	0.0	1.0	1.0	
AP000477.1	0.0	0.0	1.0	1.0	
LINC01666	0.0	0.0	1.0	1.0	
SAMSN1-AS1	0.0	0.0	1.0	1.0	
HIST1H1T	0.0	0.0	1.0	1.0	
LINC01623	0.0	0.0	1.0	1.0	
Z98745.2	0.0	0.0	1.0	1.0	
OR2B6	0.0	0.0	1.0	1.0	
LINC02172	0.0	0.0	1.0	1.0	
PCDH10	0.0	0.0	1.0	1.0	
JADRR	0.0	0.0	1.0	1.0	
MYCN	0.0	0.0	1.0	1.0	
AC123786.1	0.0	0.0	1.0	1.0	
AC124254.2	0.0	0.0	1.0	1.0	
LINC01927	0.0	0.0	1.0	1.0	
KCNG2	0.0	0.0	1.0	1.0	
AC090844.3	0.0	0.0	1.0	1.0	
VSNL1	0.0	0.0	1.0	1.0	
AC010745.5	0.0	0.0	1.0	1.0	
AC010745.2	0.0	0.0	1.0	1.0	
AC078850.1	0.0	0.0	1.0	1.0	
AC090398.2	0.0	0.0	1.0	1.0	
AC131182.1	0.0	0.0	1.0	1.0	
AC108053.1	0.0	0.0	1.0	1.0	
AC097532.2	0.0	0.0	1.0	1.0	
AC093787.2	0.0	0.0	1.0	1.0	
AJ239322.1	0.0	0.0	1.0	1.0	
CU633906.2	0.0	0.0	1.0	1.0	
KCNE1B	0.0	0.0	1.0	1.0	
CU639417.4	0.0	0.0	1.0	1.0	
CU633967.1	0.0	0.0	1.0	1.0	
SMTNL1	0.0	0.0	1.0	1.0	
P2RX3	0.0	0.0	1.0	1.0	
APLNR	0.0	0.0	1.0	1.0	
FKBP10	0.0	0.0	1.0	1.0	
GAST	0.0	0.0	1.0	1.0	
KRT17	0.0	0.0	1.0	1.0	
CU633906.1	0.0	0.0	1.0	1.0	
SMIM34B	0.0	0.0	1.0	1.0	
E2F3-IT1	0.0	0.0	1.0	1.0	
AL132775.1	0.0	0.0	1.0	1.0	
AL022068.1	0.0	0.0	1.0	1.0	
MIR548A1HG	0.0	0.0	1.0	1.0	
U91328.3	0.0	0.0	1.0	1.0	
SLC17A1	0.0	0.0	1.0	1.0	
AL133268.4	0.0	0.0	1.0	1.0	
AC012101.2	0.0	0.0	1.0	1.0	
AL133405.2	0.0	0.0	1.0	1.0	
KRTAP4-2	0.0	0.0	1.0	1.0	
KRT222	0.0	0.0	1.0	1.0	
AC097658.3	0.0	0.0	1.0	1.0	
AC097504.2	0.0	0.0	1.0	1.0	
AC096733.1	0.0	0.0	1.0	1.0	
AC108019.2	0.0	0.0	1.0	1.0	
AC009716.1	0.0	0.0	1.0	1.0	
AL133405.1	0.0	0.0	1.0	1.0	
AL121897.1	0.0	0.0	1.0	1.0	
AL110115.1	0.0	0.0	1.0	1.0	
AC108051.1	0.0	0.0	1.0	1.0	
SLC9A2	0.0	0.0	1.0	1.0	
SLC9A4	0.0	0.0	1.0	1.0	
IL1RL1	0.0	0.0	1.0	1.0	
IL1RL2	0.0	0.0	1.0	1.0	
AC011370.1	0.0	0.0	1.0	1.0	
STARD13-AS	0.0	0.0	1.0	1.0	
KL	0.0	0.0	1.0	1.0	
AP001107.7	0.0	0.0	1.0	1.0	
GAL3ST3	0.0	0.0	1.0	1.0	
AC007922.1	0.0	0.0	1.0	1.0	
AC023983.2	0.0	0.0	1.0	1.0	
AC090772.3	0.0	0.0	1.0	1.0	
AC090772.2	0.0	0.0	1.0	1.0	
AL078587.1	0.0	0.0	1.0	1.0	
AC127496.1	0.0	0.0	1.0	1.0	
AC016245.2	0.0	0.0	1.0	1.0	
AC012417.1	0.0	0.0	1.0	1.0	
DSCAS	0.0	0.0	1.0	1.0	
CDH2	0.0	0.0	1.0	1.0	
PCAT18	0.0	0.0	1.0	1.0	
AC090912.3	0.0	0.0	1.0	1.0	
AL034550.3	0.0	0.0	1.0	1.0	
PPP1R27	0.0	0.0	1.0	1.0	
HSPB3	0.0	0.0	1.0	1.0	
C5orf64	0.0	0.0	1.0	1.0	
LINC02057	0.0	0.0	1.0	1.0	
AC110285.2	0.0	0.0	1.0	1.0	
AC109133.1	0.0	0.0	1.0	1.0	
AC007271.1	0.0	0.0	1.0	1.0	
LINC01127	0.0	0.0	1.0	1.0	
AC008391.1	0.0	0.0	1.0	1.0	
AC093277.1	0.0	0.0	1.0	1.0	
AC108105.1	0.0	0.0	1.0	1.0	
C9	0.0	0.0	1.0	1.0	
GATA6-AS1	0.0	0.0	1.0	1.0	
MIR133A1HG	0.0	0.0	1.0	1.0	
AC106037.3	0.0	0.0	1.0	1.0	
AC106037.2	0.0	0.0	1.0	1.0	
DSG3	0.0	0.0	1.0	1.0	
TERT	0.0	0.0	1.0	1.0	
SLC6A19	0.0	0.0	1.0	1.0	
LINC01427	0.0	0.0	1.0	1.0	
AL035661.1	0.0	0.0	1.0	1.0	
AL110503.1	0.0	0.0	1.0	1.0	
AP000915.2	0.0	0.0	1.0	1.0	
AC130371.1	0.0	0.0	1.0	1.0	
AC087222.1	0.0	0.0	1.0	1.0	
AP006261.1	0.0	0.0	1.0	1.0	
AC025175.1	0.0	0.0	1.0	1.0	
LINC02105	0.0	0.0	1.0	1.0	
AC025180.1	0.0	0.0	1.0	1.0	
NOTUM	0.0	0.0	1.0	1.0	
AC145207.8	0.0	0.0	1.0	1.0	
AC114954.1	0.0	0.0	1.0	1.0	
LINC02224	0.0	0.0	1.0	1.0	
TEX19	0.0	0.0	1.0	1.0	
AL138999.1	0.0	0.0	1.0	1.0	
LINC02344	0.0	0.0	1.0	1.0	
AL627232.1	0.0	0.0	1.0	1.0	
LINC01102	0.0	0.0	1.0	1.0	
LINC01965	0.0	0.0	1.0	1.0	
MYLK2	0.0	0.0	1.0	1.0	
GHR	0.0	0.0	1.0	1.0	
AC034222.2	0.0	0.0	1.0	1.0	
AP001107.6	0.0	0.0	1.0	1.0	
C1QTNF1	0.0	0.0	1.0	1.0	
AC022966.1	0.0	0.0	1.0	1.0	
AC233266.2	0.0	0.0	1.0	1.0	
AC233263.6	0.0	0.0	1.0	1.0	
AC092636.1	0.0	0.0	1.0	1.0	
FER1L5	0.0	0.0	1.0	1.0	
LINC02198	0.0	0.0	1.0	1.0	
AC127496.2	0.0	0.0	1.0	1.0	
AC008897.3	0.0	0.0	1.0	1.0	
AC116337.4	0.0	0.0	1.0	1.0	
LINC01331	0.0	0.0	1.0	1.0	
AC116025.2	0.0	0.0	1.0	1.0	
AC100791.3	0.0	0.0	1.0	1.0	
LINC01978	0.0	0.0	1.0	1.0	
AC100791.2	0.0	0.0	1.0	1.0	
AC008972.2	0.0	0.0	1.0	1.0	
AC010245.1	0.0	0.0	1.0	1.0	
AC008496.2	0.0	0.0	1.0	1.0	
BHMT2	0.0	0.0	1.0	1.0	
AC113383.1	0.0	0.0	1.0	1.0	
EDIL3	0.0	0.0	1.0	1.0	
VCAN-AS1	0.0	0.0	1.0	1.0	
AC021683.2	0.0	0.0	1.0	1.0	
AC021683.3	0.0	0.0	1.0	1.0	
AP000944.7	0.0	0.0	1.0	1.0	
AL121906.2	0.0	0.0	1.0	1.0	
AL133343.1	0.0	0.0	1.0	1.0	
AC092683.2	0.0	0.0	1.0	1.0	
SMAD9	0.0	0.0	1.0	1.0	
SOHLH2	0.0	0.0	1.0	1.0	
AL161719.1	0.0	0.0	1.0	1.0	
LINC02736	0.0	0.0	1.0	1.0	
AP000944.1	0.0	0.0	1.0	1.0	
AC016168.4	0.0	0.0	1.0	1.0	
AC105114.2	0.0	0.0	1.0	1.0	
LINC01915	0.0	0.0	1.0	1.0	
AC007922.4	0.0	0.0	1.0	1.0	
CCM2L	0.0	0.0	1.0	1.0	
AL031658.1	0.0	0.0	1.0	1.0	
XKR7	0.0	0.0	1.0	1.0	
ACTBL2	0.0	0.0	1.0	1.0	
OVOL1-AS1	0.0	0.0	1.0	1.0	
LINC02065	0.0	0.0	1.0	1.0	
AC027601.3	0.0	0.0	1.0	1.0	
PVALEF	0.0	0.0	1.0	1.0	
AC115099.1	0.0	0.0	1.0	1.0	
AC092354.2	0.0	0.0	1.0	1.0	
RGS7BP	0.0	0.0	1.0	1.0	
LINC02056	0.0	0.0	1.0	1.0	
LINC02197	0.0	0.0	1.0	1.0	
AC092353.2	0.0	0.0	1.0	1.0	
AL121906.1	0.0	0.0	1.0	1.0	
AC016738.2	0.0	0.0	1.0	1.0	
AC092168.2	0.0	0.0	1.0	1.0	
LINC01849	0.0	0.0	1.0	1.0	
LYG2	0.0	0.0	1.0	1.0	
AC016245.1	0.0	0.0	1.0	1.0	
AC124319.2	0.0	0.0	1.0	1.0	
AC010273.3	0.0	0.0	1.0	1.0	
TRIML2	0.0	0.0	1.0	1.0	
LINC00543	0.0	0.0	1.0	1.0	
GPR12	0.0	0.0	1.0	1.0	
WASF3-AS1	0.0	0.0	1.0	1.0	
GAL	0.0	0.0	1.0	1.0	
AC012588.1	0.0	0.0	1.0	1.0	
