gene	logfoldchanges	scores	pvals	pvals_adj	pct_in_group
DOLPP1	24.680569	1.1162671	0.26430784674348984	0.5012325753971217	
AAED1	24.74932	1.1162671	0.26430784674348984	0.5012325753971217	
TRIM6	24.667923	1.1162671	0.26430784674348984	0.5012325753971217	
PAPD5	25.001093	1.1162671	0.26430784674348984	0.5012325753971217	
ACAD10	24.695782	1.1162671	0.26430784674348984	0.5012325753971217	
DPY19L3	24.555466	1.1162671	0.26430784674348984	0.5012325753971217	
NFATC1	24.744791	1.1162671	0.26430784674348984	0.5012325753971217	
SPAST	24.7007	1.1162671	0.26430784674348984	0.5012325753971217	
SPATA13	24.795273	1.1162671	0.26430784674348984	0.5012325753971217	
NCEH1	24.76652	1.1162671	0.26430784674348984	0.5012325753971217	
FCRL4	24.839182	1.1162671	0.26430784674348984	0.5012325753971217	
FEM1B	24.324781	1.1162671	0.26430784674348984	0.5012325753971217	
PRMT3	24.657679	1.1162671	0.26430784674348984	0.5012325753971217	
ACOT2	24.553856	1.1162671	0.26430784674348984	0.5012325753971217	
NCKAP5L	24.631212	1.1162671	0.26430784674348984	0.5012325753971217	
GTDC1	24.727863	1.1162671	0.26430784674348984	0.5012325753971217	
FFAR1	24.79991	1.1162671	0.26430784674348984	0.5012325753971217	
ACP6	24.588453	1.1162671	0.26430784674348984	0.5012325753971217	
ACSBG1	24.56542	1.1162671	0.26430784674348984	0.5012325753971217	
LPGAT1	24.863752	1.1162671	0.26430784674348984	0.5012325753971217	
SENP7	24.837286	1.1162671	0.26430784674348984	0.5012325753971217	
LINC00886	24.573416	1.1162671	0.26430784674348984	0.5012325753971217	
FAM160A2	24.66789	1.1162671	0.26430784674348984	0.5012325753971217	
FAM160B2	24.82921	1.1162671	0.26430784674348984	0.5012325753971217	
DHX34	24.561972	1.1162671	0.26430784674348984	0.5012325753971217	
DIABLO	24.642023	1.1162671	0.26430784674348984	0.5012325753971217	
SP4	24.49996	1.1162671	0.26430784674348984	0.5012325753971217	
H1FX	24.909283	1.1162671	0.26430784674348984	0.5012325753971217	
NAB1	24.475569	1.1162671	0.26430784674348984	0.5012325753971217	
SMIM1	24.514538	1.1162671	0.26430784674348984	0.5012325753971217	
DTWD2	24.834343	1.1162671	0.26430784674348984	0.5012325753971217	
NGFRAP1	25.195227	1.1162671	0.26430784674348984	0.5012325753971217	
SELO	24.78757	1.1162671	0.26430784674348984	0.5012325753971217	
SESN1	24.439327	1.1162671	0.26430784674348984	0.5012325753971217	
CDKL1	24.794487	1.1162671	0.26430784674348984	0.5012325753971217	
ADORA2A-AS1	24.91355	1.1162671	0.26430784674348984	0.5012325753971217	
ZNF646	24.235586	1.1162671	0.26430784674348984	0.5012325753971217	
RP2	24.946457	1.1162671	0.26430784674348984	0.5012325753971217	
RP13-270P17.3	24.775167	1.1162671	0.26430784674348984	0.5012325753971217	
PPRC1	24.472878	1.1162671	0.26430784674348984	0.5012325753971217	
ZNF623	24.568575	1.1162671	0.26430784674348984	0.5012325753971217	
SPOPL	24.556452	1.1162671	0.26430784674348984	0.5012325753971217	
SPIN1	24.650387	1.1162671	0.26430784674348984	0.5012325753971217	
ZNF653	24.693876	1.1162671	0.26430784674348984	0.5012325753971217	
FKBP14	24.876013	1.1162671	0.26430784674348984	0.5012325753971217	
SPRY2	24.742205	1.1162671	0.26430784674348984	0.5012325753971217	
ZNF594	24.829859	1.1162671	0.26430784674348984	0.5012325753971217	
ZNF598	24.794352	1.1162671	0.26430784674348984	0.5012325753971217	
HEATR6	24.788887	1.1162671	0.26430784674348984	0.5012325753971217	
HECTD4	24.701542	1.1162671	0.26430784674348984	0.5012325753971217	
MYEF2	24.797335	1.1162671	0.26430784674348984	0.5012325753971217	
FANCD2	24.770807	1.1162671	0.26430784674348984	0.5012325753971217	
LINC00511	24.953144	1.1162671	0.26430784674348984	0.5012325753971217	
CCDC141	25.14217	1.1162671	0.26430784674348984	0.5012325753971217	
LRRC56	24.663836	1.1162671	0.26430784674348984	0.5012325753971217	
DDX26B	24.528536	1.1162671	0.26430784674348984	0.5012325753971217	
PPP2R5B	24.782242	1.1162671	0.26430784674348984	0.5012325753971217	
ZNF587	24.332455	1.1162671	0.26430784674348984	0.5012325753971217	
AK4	24.983057	1.1162671	0.26430784674348984	0.5012325753971217	
PTPRS	24.562252	1.1162671	0.26430784674348984	0.5012325753971217	
AL592183.1	25.068	1.1162671	0.26430784674348984	0.5012325753971217	
ZNF548	24.817614	1.1162671	0.26430784674348984	0.5012325753971217	
ZNF550	24.89696	1.1162671	0.26430784674348984	0.5012325753971217	
STAT5B	24.964052	1.1162671	0.26430784674348984	0.5012325753971217	
SLC7A5	24.936647	1.1162671	0.26430784674348984	0.5012325753971217	
TMEM237	24.504267	1.1162671	0.26430784674348984	0.5012325753971217	
FASN	25.01932	1.1162671	0.26430784674348984	0.5012325753971217	
SCOC-AS1	24.464228	1.1162671	0.26430784674348984	0.5012325753971217	
LIMK2	24.751715	1.1162671	0.26430784674348984	0.5012325753971217	
CBWD2	24.807665	1.1162671	0.26430784674348984	0.5012325753971217	
TSC22D2	24.707598	1.1162671	0.26430784674348984	0.5012325753971217	
CENPP	24.756363	1.1162671	0.26430784674348984	0.5012325753971217	
SLC8A3	24.770576	1.1162671	0.26430784674348984	0.5012325753971217	
STARD10	24.601986	1.1162671	0.26430784674348984	0.5012325753971217	
FNIP2	24.684185	1.1162671	0.26430784674348984	0.5012325753971217	
ZNF512B	24.782084	1.1162671	0.26430784674348984	0.5012325753971217	
AMBRA1	24.824198	1.1162671	0.26430784674348984	0.5012325753971217	
DBP	24.532866	1.1162671	0.26430784674348984	0.5012325753971217	
FOXK1	24.61387	1.1162671	0.26430784674348984	0.5012325753971217	
PPM1M	24.633606	1.1162671	0.26430784674348984	0.5012325753971217	
R3HCC1L	24.855791	1.1162671	0.26430784674348984	0.5012325753971217	
AMZ1	24.932686	1.1162671	0.26430784674348984	0.5012325753971217	
CYB5RL	24.713192	1.1162671	0.26430784674348984	0.5012325753971217	
CHAF1B	24.633497	1.1162671	0.26430784674348984	0.5012325753971217	
TMEM2	24.607426	1.1162671	0.26430784674348984	0.5012325753971217	
SCFD2	24.60759	1.1162671	0.26430784674348984	0.5012325753971217	
PCNT	24.795832	1.1162671	0.26430784674348984	0.5012325753971217	
TSPAN1	24.834951	1.1162671	0.26430784674348984	0.5012325753971217	
TMEM260	24.834248	1.1162671	0.26430784674348984	0.5012325753971217	
SVIL-AS1	24.93679	1.1162671	0.26430784674348984	0.5012325753971217	
POU5F1	24.686926	1.1162671	0.26430784674348984	0.5012325753971217	
PPARD	24.760586	1.1162671	0.26430784674348984	0.5012325753971217	
PPARGC1B	24.492289	1.1162671	0.26430784674348984	0.5012325753971217	
ANKRD18A	24.697578	1.1162671	0.26430784674348984	0.5012325753971217	
HOXB-AS1	25.07385	1.1162671	0.26430784674348984	0.5012325753971217	
EGLN1	24.770927	1.1162671	0.26430784674348984	0.5012325753971217	
SCLY	24.776604	1.1162671	0.26430784674348984	0.5012325753971217	
RORA	24.719824	1.1162671	0.26430784674348984	0.5012325753971217	
CA2	25.3221	1.1162671	0.26430784674348984	0.5012325753971217	
LCOR	24.532442	1.1162671	0.26430784674348984	0.5012325753971217	
FBXL4	24.745213	1.1162671	0.26430784674348984	0.5012325753971217	
LHFPL4	24.535515	1.1162671	0.26430784674348984	0.5012325753971217	
OTULIN	24.74557	1.1162671	0.26430784674348984	0.5012325753971217	
RP11-325F22.2	24.852928	1.1162671	0.26430784674348984	0.5012325753971217	
FUT10	24.647326	1.1162671	0.26430784674348984	0.5012325753971217	
ANXA2R	24.911388	1.1162671	0.26430784674348984	0.5012325753971217	
AP4E1	24.817055	1.1162671	0.26430784674348984	0.5012325753971217	
RABL2B	24.721172	1.1162671	0.26430784674348984	0.5012325753971217	
RAB42	24.784054	1.1162671	0.26430784674348984	0.5012325753971217	
HOXC4	24.70228	1.1162671	0.26430784674348984	0.5012325753971217	
ZNF26	25.073105	1.1162671	0.26430784674348984	0.5012325753971217	
POLE2	24.32478	1.1162671	0.26430784674348984	0.5012325753971217	
APLP2	24.862719	1.1162671	0.26430784674348984	0.5012325753971217	
ORC1	24.492414	1.1162671	0.26430784674348984	0.5012325753971217	
CHST2	24.588417	1.1162671	0.26430784674348984	0.5012325753971217	
KSR1	24.778635	1.1162671	0.26430784674348984	0.5012325753971217	
TWF1	24.83161	1.1162671	0.26430784674348984	0.5012325753971217	
LEMD2	24.751537	1.1162671	0.26430784674348984	0.5012325753971217	
RP11-455F5.5	24.78593	1.1162671	0.26430784674348984	0.5012325753971217	
CTD-2020K17.4	24.73661	1.1162671	0.26430784674348984	0.5012325753971217	
SLC35F2	24.568705	1.1162671	0.26430784674348984	0.5012325753971217	
RAPGEF6	24.564236	1.1162671	0.26430784674348984	0.5012325753971217	
ICMT	25.04679	1.1162671	0.26430784674348984	0.5012325753971217	
RASGRP2	25.067854	1.1162671	0.26430784674348984	0.5012325753971217	
TAF13	24.72855	1.1162671	0.26430784674348984	0.5012325753971217	
MIR34AHG	24.615334	1.1162671	0.26430784674348984	0.5012325753971217	
ZFYVE26	24.75072	1.1162671	0.26430784674348984	0.5012325753971217	
IGHV3-30	24.57785	1.1162671	0.26430784674348984	0.5012325753971217	
RP5-864K19.4	24.638103	1.1162671	0.26430784674348984	0.5012325753971217	
ELF4	24.736454	1.1162671	0.26430784674348984	0.5012325753971217	
CIITA	24.95983	1.1162671	0.26430784674348984	0.5012325753971217	
CLASP1	24.700138	1.1162671	0.26430784674348984	0.5012325753971217	
UBXN11	24.721844	1.1162671	0.26430784674348984	0.5012325753971217	
KLHL6	25.106033	1.1162671	0.26430784674348984	0.5012325753971217	
LATS1	24.563366	1.1162671	0.26430784674348984	0.5012325753971217	
TTLL4	24.862703	1.1162671	0.26430784674348984	0.5012325753971217	
TTN-AS1	24.765911	1.1162671	0.26430784674348984	0.5012325753971217	
C9orf91	24.708282	1.1162671	0.26430784674348984	0.5012325753971217	
MACROD1	24.546492	1.1162671	0.26430784674348984	0.5012325753971217	
TADA1	24.596462	1.1162671	0.26430784674348984	0.5012325753971217	
ARL6	24.756855	1.1162671	0.26430784674348984	0.5012325753971217	
PLPP1	24.346973	1.1162671	0.26430784674348984	0.5012325753971217	
IKZF5	24.886057	1.1162671	0.26430784674348984	0.5012325753971217	
ZDHHC7	24.91505	1.1162671	0.26430784674348984	0.5012325753971217	
ZCCHC3	24.717953	1.1162671	0.26430784674348984	0.5012325753971217	
SLC25A29	24.837214	1.1162671	0.26430784674348984	0.5012325753971217	
CSRNP2	24.700663	1.1162671	0.26430784674348984	0.5012325753971217	
KLF16	24.647799	1.1162671	0.26430784674348984	0.5012325753971217	
C2CD5	24.874231	1.1162671	0.26430784674348984	0.5012325753971217	
ZFHX3	24.77637	1.1162671	0.26430784674348984	0.5012325753971217	
PLBD2	24.866398	1.1162671	0.26430784674348984	0.5012325753971217	
MFSD9	24.733604	1.1162671	0.26430784674348984	0.5012325753971217	
TBC1D13	24.881327	1.1162671	0.26430784674348984	0.5012325753971217	
RBAK-RBAKDN	24.826859	1.1162671	0.26430784674348984	0.5012325753971217	
IQCG	24.7361	1.1162671	0.26430784674348984	0.5012325753971217	
B3GALNT2	24.6669	1.1162671	0.26430784674348984	0.5012325753971217	
IPP	24.849552	1.1162671	0.26430784674348984	0.5012325753971217	
TBC1D8B	24.553371	1.1162671	0.26430784674348984	0.5012325753971217	
CREBL2	24.96313	1.1162671	0.26430784674348984	0.5012325753971217	
MFN2	24.8278	1.1162671	0.26430784674348984	0.5012325753971217	
BATF3	24.827969	1.1162671	0.26430784674348984	0.5012325753971217	
WWTR1	24.886868	1.1162671	0.26430784674348984	0.5012325753971217	
SLC16A4	24.912933	1.1162671	0.26430784674348984	0.5012325753971217	
MELK	24.689577	1.1162671	0.26430784674348984	0.5012325753971217	
C16orf59	24.551353	1.1162671	0.26430784674348984	0.5012325753971217	
MAP3K14	24.748035	1.1162671	0.26430784674348984	0.5012325753971217	
CLCN7	24.895206	1.1162671	0.26430784674348984	0.5012325753971217	
MAP3K3	24.778439	1.1162671	0.26430784674348984	0.5012325753971217	
RP11-386G11.10	24.66683	1.1162671	0.26430784674348984	0.5012325753971217	
GID4	24.4034	1.1162671	0.26430784674348984	0.5012325753971217	
XPO7	24.464611	1.1162671	0.26430784674348984	0.5012325753971217	
RP11-658F2.8	24.641567	1.1162671	0.26430784674348984	0.5012325753971217	
ENPP4	24.62633	1.1162671	0.26430784674348984	0.5012325753971217	
TCEANC2	24.563328	1.1162671	0.26430784674348984	0.5012325753971217	
TCF20	24.627665	1.1162671	0.26430784674348984	0.5012325753971217	
MEF2C-AS1	24.856438	1.1162671	0.26430784674348984	0.5012325753971217	
BEX4	24.854225	1.1162671	0.26430784674348984	0.5012325753971217	
TELO2	24.70505	1.1162671	0.26430784674348984	0.5012325753971217	
KIAA1841	24.42688	1.1162671	0.26430784674348984	0.5012325753971217	
USP19	24.772404	1.1162671	0.26430784674348984	0.5012325753971217	
KDM6A	24.664406	1.1162671	0.26430784674348984	0.5012325753971217	
UGGT2	24.630558	1.1162671	0.26430784674348984	0.5012325753971217	
MAPK13	24.670727	1.1162671	0.26430784674348984	0.5012325753971217	
SIPA1	24.41358	1.1162671	0.26430784674348984	0.5012325753971217	
SHPK	24.53572	1.1162671	0.26430784674348984	0.5012325753971217	
CLMN	24.737793	1.1162671	0.26430784674348984	0.5012325753971217	
RFWD2	24.808157	1.1162671	0.26430784674348984	0.5012325753971217	
ITPKB	24.835608	1.1162671	0.26430784674348984	0.5012325753971217	
ITGAV	24.583153	1.1162671	0.26430784674348984	0.5012325753971217	
BCL9	24.654331	1.1162671	0.26430784674348984	0.5012325753971217	
KBTBD7	24.824244	1.1162671	0.26430784674348984	0.5012325753971217	
VPS8	24.503782	1.1162671	0.26430784674348984	0.5012325753971217	
VPS9D1	24.743607	1.1162671	0.26430784674348984	0.5012325753971217	
VPS9D1-AS1	24.352217	1.1162671	0.26430784674348984	0.5012325753971217	
JAZF1	25.030203	1.1162671	0.26430784674348984	0.5012325753971217	
RP5-1092A3.4	24.790274	1.1162671	0.26430784674348984	0.5012325753971217	
NUP188	25.042744	1.1162671	0.26430784674348984	0.5012325753971217	
BZRAP1-AS1	24.753551	1.1162671	0.26430784674348984	0.5012325753971217	
ERCC6	24.889116	1.1162671	0.26430784674348984	0.5012325753971217	
BRD1	24.591951	1.1162671	0.26430784674348984	0.5012325753971217	
THEM6	25.054476	1.1162671	0.26430784674348984	0.5012325753971217	
CNOT6	24.62251	1.1162671	0.26430784674348984	0.5012325753971217	
GOLGA8A	24.855263	1.1162671	0.26430784674348984	0.5012325753971217	
RFX7	24.844973	1.1162671	0.26430784674348984	0.5012325753971217	
RFXAP	24.842396	1.1162671	0.26430784674348984	0.5012325753971217	
PIK3C2B	24.968143	1.1162671	0.26430784674348984	0.5012325753971217	
BTAF1	24.92945	1.1162671	0.26430784674348984	0.5012325753971217	
MCOLN1	24.710745	1.1162671	0.26430784674348984	0.5012325753971217	
RP5-1024G6.5	24.869152	1.1162671	0.26430784674348984	0.5012325753971217	
BcLF1	24.657373	1.1162671	0.26430784674348984	0.5012325753971217	
TRGV5	24.849253	1.1162671	0.26430784674348984	0.5012325753971217	
FAM208B	24.699963	1.1162671	0.26430784674348984	0.5012325753971217	
PARPBP	24.873209	1.1162671	0.26430784674348984	0.5012325753971217	
NDUFB2-AS1	24.74986	1.1162671	0.26430784674348984	0.5012325753971217	
DNHD1	24.477047	1.1162671	0.26430784674348984	0.5012325753971217	
ZSCAN2	24.973644	1.1162671	0.26430784674348984	0.5012325753971217	
AC009473.1	24.460775	1.1162671	0.26430784674348984	0.5012325753971217	
FAM188A	24.800022	1.1162671	0.26430784674348984	0.5012325753971217	
ZNF846	24.505663	1.1162671	0.26430784674348984	0.5012325753971217	
ABLIM1	25.058985	1.1162671	0.26430784674348984	0.5012325753971217	
AC007386.4	24.505089	1.0232447	0.3061921231743784	0.5715564816611186	
CCSER2	24.783865	1.0232447	0.3061921231743784	0.5715564816611186	
LINC01473	24.392317	1.0232447	0.3061921231743784	0.5715564816611186	
CCSAP	24.582136	1.0232447	0.3061921231743784	0.5715564816611186	
CD84	24.994762	1.0232447	0.3061921231743784	0.5715564816611186	
PANX1	24.553007	1.0232447	0.3061921231743784	0.5715564816611186	
TNRC6C	24.499378	1.0232447	0.3061921231743784	0.5715564816611186	
ZNF79	24.461166	1.0232447	0.3061921231743784	0.5715564816611186	
FEM1C	24.73323	1.0232447	0.3061921231743784	0.5715564816611186	
DMD	24.579151	1.0232447	0.3061921231743784	0.5715564816611186	
AC079767.4	24.867937	1.0232447	0.3061921231743784	0.5715564816611186	
MCM8	24.69878	1.0232447	0.3061921231743784	0.5715564816611186	
VILL	24.851828	1.0232447	0.3061921231743784	0.5715564816611186	
RP1-39G22.7	24.627752	1.0232447	0.3061921231743784	0.5715564816611186	
FAM227B	24.45731	1.0232447	0.3061921231743784	0.5715564816611186	
TRMT61A	24.785696	1.0232447	0.3061921231743784	0.5715564816611186	
LMBRD2	24.63952	1.0232447	0.3061921231743784	0.5715564816611186	
FCER1G	24.621851	1.0232447	0.3061921231743784	0.5715564816611186	
SERPIND1	24.617783	1.0232447	0.3061921231743784	0.5715564816611186	
SERPINB9P1	24.807442	1.0232447	0.3061921231743784	0.5715564816611186	
TRIM16L	24.660442	1.0232447	0.3061921231743784	0.5715564816611186	
CDC45	24.871984	1.0232447	0.3061921231743784	0.5715564816611186	
TNFRSF8	24.580866	1.0232447	0.3061921231743784	0.5715564816611186	
FAM57A	24.385023	1.0232447	0.3061921231743784	0.5715564816611186	
C17orf96	24.580439	1.0232447	0.3061921231743784	0.5715564816611186	
MCAM	24.68481	1.0232447	0.3061921231743784	0.5715564816611186	
WDR44	24.770113	1.0232447	0.3061921231743784	0.5715564816611186	
KBTBD6	24.37995	1.0232447	0.3061921231743784	0.5715564816611186	
WASL	24.368965	1.0232447	0.3061921231743784	0.5715564816611186	
PI4K2A	24.504398	1.0232447	0.3061921231743784	0.5715564816611186	
RFX3	24.519997	1.0232447	0.3061921231743784	0.5715564816611186	
RP11-413H22.2	24.997885	1.0232447	0.3061921231743784	0.5715564816611186	
RP11-410L14.2	24.765608	1.0232447	0.3061921231743784	0.5715564816611186	
CDR2	24.669373	1.0232447	0.3061921231743784	0.5715564816611186	
LRP2BP	24.446548	1.0232447	0.3061921231743784	0.5715564816611186	
TMEM79	24.607313	1.0232447	0.3061921231743784	0.5715564816611186	
DSG2	24.626204	1.0232447	0.3061921231743784	0.5715564816611186	
NAALADL2-AS2	24.861612	1.0232447	0.3061921231743784	0.5715564816611186	
DICER1-AS1	24.406187	1.0232447	0.3061921231743784	0.5715564816611186	
PTDSS2	24.561659	1.0232447	0.3061921231743784	0.5715564816611186	
SPDL1	24.50846	1.0232447	0.3061921231743784	0.5715564816611186	
DGCR8	24.556683	1.0232447	0.3061921231743784	0.5715564816611186	
HAUS5	24.831356	1.0232447	0.3061921231743784	0.5715564816611186	
PSMC3IP	24.813051	1.0232447	0.3061921231743784	0.5715564816611186	
BHLHE22	24.898142	1.0232447	0.3061921231743784	0.5715564816611186	
TESK2	24.698662	1.0232447	0.3061921231743784	0.5715564816611186	
GORASP1	24.56788	1.0232447	0.3061921231743784	0.5715564816611186	
GOLM1	24.658178	1.0232447	0.3061921231743784	0.5715564816611186	
THNSL1	24.398373	1.0232447	0.3061921231743784	0.5715564816611186	
FAM24B	24.562618	1.0232447	0.3061921231743784	0.5715564816611186	
ZNF564	24.504204	1.0232447	0.3061921231743784	0.5715564816611186	
AKAP5	24.555231	1.0232447	0.3061921231743784	0.5715564816611186	
AKAP2	24.766247	1.0232447	0.3061921231743784	0.5715564816611186	
FAM110A	24.650549	1.0232447	0.3061921231743784	0.5715564816611186	
CCDC138	24.793867	1.0232447	0.3061921231743784	0.5715564816611186	
CCDC122	24.793026	1.0232447	0.3061921231743784	0.5715564816611186	
SDR42E1	24.643433	1.0232447	0.3061921231743784	0.5715564816611186	
ITPRIPL1	24.663904	1.0232447	0.3061921231743784	0.5715564816611186	
XKR8	24.682833	1.0232447	0.3061921231743784	0.5715564816611186	
CEP68	24.584892	1.0232447	0.3061921231743784	0.5715564816611186	
DDX11	24.867521	1.0232447	0.3061921231743784	0.5715564816611186	
ANKRD40	24.867899	1.0232447	0.3061921231743784	0.5715564816611186	
PYROXD2	24.878248	1.0232447	0.3061921231743784	0.5715564816611186	
ALG10B	24.901716	1.0232447	0.3061921231743784	0.5715564816611186	
ALG10	24.76233	1.0232447	0.3061921231743784	0.5715564816611186	
HIRA	24.985971	1.0232447	0.3061921231743784	0.5715564816611186	
FOXM1	24.821451	1.0232447	0.3061921231743784	0.5715564816611186	
DACT1	24.702023	1.0232447	0.3061921231743784	0.5715564816611186	
PTPN23	24.732517	1.0232447	0.3061921231743784	0.5715564816611186	
CEP89	24.587593	1.0232447	0.3061921231743784	0.5715564816611186	
TSHZ1	25.030039	1.0232447	0.3061921231743784	0.5715564816611186	
GLIS3	25.013622	1.0232447	0.3061921231743784	0.5715564816611186	
GKAP1	24.491236	1.0232447	0.3061921231743784	0.5715564816611186	
RENBP	24.92805	1.0232447	0.3061921231743784	0.5715564816611186	
BANK1	25.13112	1.0232447	0.3061921231743784	0.5715564816611186	
ENC1	24.547935	1.0232447	0.3061921231743784	0.5715564816611186	
LDHC	24.589474	1.0232447	0.3061921231743784	0.5715564816611186	
LDB1	24.688358	1.0232447	0.3061921231743784	0.5715564816611186	
PPIC	24.604946	1.0232447	0.3061921231743784	0.5715564816611186	
CTNS	24.485819	1.0232447	0.3061921231743784	0.5715564816611186	
ZNF420	24.60516	1.0232447	0.3061921231743784	0.5715564816611186	
RAD51B	24.523247	1.0232447	0.3061921231743784	0.5715564816611186	
HIPK1	24.693089	1.0232447	0.3061921231743784	0.5715564816611186	
PPM1D	24.594738	1.0232447	0.3061921231743784	0.5715564816611186	
MTA1	24.654467	1.0232447	0.3061921231743784	0.5715564816611186	
IQCH-AS1	24.572655	1.0232447	0.3061921231743784	0.5715564816611186	
BALF1	24.515175	1.0232447	0.3061921231743784	0.5715564816611186	
IKBKAP	24.516588	1.0232447	0.3061921231743784	0.5715564816611186	
SLC25A25	24.651224	1.0232447	0.3061921231743784	0.5715564816611186	
CLDN23	24.296003	1.0232447	0.3061921231743784	0.5715564816611186	
KIFC1	24.51889	1.0232447	0.3061921231743784	0.5715564816611186	
NPC1	24.695963	1.0232447	0.3061921231743784	0.5715564816611186	
MRM1	24.699623	1.0232447	0.3061921231743784	0.5715564816611186	
CTD-2366F13.1	24.210842	1.0232447	0.3061921231743784	0.5715564816611186	
CTD-2270L9.4	24.665218	1.0232447	0.3061921231743784	0.5715564816611186	
FXR2	24.652224	1.0232447	0.3061921231743784	0.5715564816611186	
ZNF417	24.72413	1.0232447	0.3061921231743784	0.5715564816611186	
CTD-3131K8.2	24.738956	1.0232447	0.3061921231743784	0.5715564816611186	
F13A1	24.835663	1.0232447	0.3061921231743784	0.5715564816611186	
EZH1	24.401876	1.0232447	0.3061921231743784	0.5715564816611186	
TMEM129	24.287241	1.0232447	0.3061921231743784	0.5715564816611186	
ZER1	24.705486	1.0232447	0.3061921231743784	0.5715564816611186	
ZDHHC9	24.297823	1.0232447	0.3061921231743784	0.5715564816611186	
IGLV3-1	24.587126	1.0232447	0.3061921231743784	0.5715564816611186	
EXD2	24.5818	1.0232447	0.3061921231743784	0.5715564816611186	
TMEM110	24.313587	1.0232447	0.3061921231743784	0.5715564816611186	
INSR	24.484858	1.0232447	0.3061921231743784	0.5715564816611186	
AP003068.23	24.770445	1.0232447	0.3061921231743784	0.5715564816611186	
RPAP1	24.523033	1.0232447	0.3061921231743784	0.5715564816611186	
MON1A	24.71753	1.0232447	0.3061921231743784	0.5715564816611186	
MLXIP	24.728334	1.0232447	0.3061921231743784	0.5715564816611186	
CTB-193M12.5	24.355438	1.0232447	0.3061921231743784	0.5715564816611186	
SLC29A1	24.309969	1.0232447	0.3061921231743784	0.5715564816611186	
RPS6KL1	24.76925	1.0232447	0.3061921231743784	0.5715564816611186	
SYTL1	24.516207	1.0232447	0.3061921231743784	0.5715564816611186	
SLC38A6	24.49502	1.0232447	0.3061921231743784	0.5715564816611186	
CA11	24.433565	1.0232447	0.3061921231743784	0.5715564816611186	
ZNF189	24.647219	1.0232447	0.3061921231743784	0.5715564816611186	
IFFO1	24.469206	1.0232447	0.3061921231743784	0.5715564816611186	
MIR3142HG	24.860445	1.0232447	0.3061921231743784	0.5715564816611186	
ZNF117	24.825357	1.0232447	0.3061921231743784	0.5715564816611186	
TIRAP	24.553467	1.0232447	0.3061921231743784	0.5715564816611186	
TANGO6	24.755499	1.0232447	0.3061921231743784	0.5715564816611186	
ZBTB22	24.73145	1.0232447	0.3061921231743784	0.5715564816611186	
ZKSCAN3	24.489017	1.0232447	0.3061921231743784	0.5715564816611186	
RP3-467N11.1	24.814064	1.0232447	0.3061921231743784	0.5715564816611186	
C1orf21	24.511766	1.0232447	0.3061921231743784	0.5715564816611186	
CLASP2	24.858543	1.0232447	0.3061921231743784	0.5715564816611186	
ZKSCAN8	24.671928	1.0232447	0.3061921231743784	0.5715564816611186	
UBAC2-AS1	24.851315	1.0232447	0.3061921231743784	0.5715564816611186	
C5orf63	24.881727	1.0232447	0.3061921231743784	0.5715564816611186	
MAP4K4	24.64995	1.0232447	0.3061921231743784	0.5715564816611186	
TRAK2	24.826351	1.0232447	0.3061921231743784	0.5715564816611186	
USP38	24.721054	1.0232447	0.3061921231743784	0.5715564816611186	
LIPT1	24.46535	1.0232447	0.3061921231743784	0.5715564816611186	
DNAH14	24.356287	1.0232447	0.3061921231743784	0.5715564816611186	
TOP2A	24.916021	1.0232447	0.3061921231743784	0.5715564816611186	
ZNF839	24.536718	1.0232447	0.3061921231743784	0.5715564816611186	
LL22NC03-2H8.5	24.655325	1.0232447	0.3061921231743784	0.5715564816611186	
ZSWIM1	24.641228	1.0232447	0.3061921231743784	0.5715564816611186	
DNAJC18	24.81785	1.0232447	0.3061921231743784	0.5715564816611186	
SENP1	24.461401	1.0232447	0.3061921231743784	0.5715564816611186	
AC016723.4	24.772547	1.0232447	0.3061921231743784	0.5715564816611186	
PRPF40B	24.508472	1.0232447	0.3061921231743784	0.5715564816611186	
TOR4A	24.788025	1.0232447	0.3061921231743784	0.5715564816611186	
TPCN1	24.767315	1.0232447	0.3061921231743784	0.5715564816611186	
SNN	24.712082	0.9302225	0.35225587843036243	0.641474590936277	
TPCN2	24.334707	0.9302225	0.35225587843036243	0.641474590936277	
ABCC10	24.355711	0.9302225	0.35225587843036243	0.641474590936277	
ABCB10	24.582752	0.9302225	0.35225587843036243	0.641474590936277	
ZSWIM3	24.439938	0.9302225	0.35225587843036243	0.641474590936277	
SOX12	24.215708	0.9302225	0.35225587843036243	0.641474590936277	
SMTN	24.198534	0.9302225	0.35225587843036243	0.641474590936277	
NDST1	24.48752	0.9302225	0.35225587843036243	0.641474590936277	
LNX2	24.516632	0.9302225	0.35225587843036243	0.641474590936277	
ABL2	24.382118	0.9302225	0.35225587843036243	0.641474590936277	
ZNF816-ZNF321P	24.266289	0.9302225	0.35225587843036243	0.641474590936277	
EPT1	24.227152	0.9302225	0.35225587843036243	0.641474590936277	
SLC10A7	24.534573	0.9302225	0.35225587843036243	0.641474590936277	
EPG5	24.572952	0.9302225	0.35225587843036243	0.641474590936277	
EPB42	24.667446	0.9302225	0.35225587843036243	0.641474590936277	
MDGA1	24.417002	0.9302225	0.35225587843036243	0.641474590936277	
PIH1D2	24.368273	0.9302225	0.35225587843036243	0.641474590936277	
TRIB2	24.536386	0.9302225	0.35225587843036243	0.641474590936277	
